Interactor 1	Interactor 2
Sh|eag	Itgbn
Act5C	Act42A
Bar	ap::Chi
dpp	bsk
pbl	flr
mad2	cact
sfl	dpp
CycE	hid
Raf::tor	mts
okr	c(2)M
fru	tei
spn-D	lok
osk	tsl|bcd
grh	Vang
pzg	CycE
N	ebi
upd1	NFAT
pnr	shn
parvin	mew
btl	tkv
mys	bub
alien|mdy	Rdh1
btl::Egfr	Ip6k
LamC	srl
RhoGEF2	Raf
Exo84	crb
CG15283	dgo
ec	spi
SAK	mad2
Ras85D	eya
Pp2B-14D	CS3-2
Rac1	nmo
Raf	brm|geminin
fog	tor
brm	CG17637
Myc	su(Hw)
PolG1	park
brk|yki|tkv	Mad
Snr1	ninaD
Mkp3	Egfr
grau	mtrm
pnr	EP1062
l(2)gl|yki	Pfk
ap|Bx	CG8369
Pi3K92E|btl::Egfr	foxo
ssh	Rho1
mir-958	tkv
Bar	Lpt
Ets21C	Imp
dally	Mad
spen	N
Nmnat	Hsp26
H	Tlk
E2f1	Su(E1)-O
Spn77Ba	Sp7
btl::Egfr|Pi3K92E	Rbf
pnr	EP3306
spn-B	Xrcc2
kn	dar1
S6k|Tsc1	mTor
snf|Sxl	vir
ss	al
CycE	trio
sc	Taf9
l(2)gl	puc
Atg8a	lncRNA:Hsrω
dup	BubR1
Eogt|Dcr-2	Psn
ap|Bx	skd
dsh	CG15283
Raf	ER3-5
Hsp27	Atg7
glo	TBPH
Sox21a	spi
tay	Mkp3
Osbp	RabX2
Rbf	lilli
dachs	Dlish
dnd	Rab39
Ret	l(3)S057101
eys|prom	zip
Ras85D	Ilp5
Dscam1	robo1
ro	ptc
Zasp66	Zasp67
S	edl
Nsf2	Ufd1
rpr	Atg8a
Gk1	v
dom	Atg8a
COX5A	Wwox
sktl	Pld
Lar	Abl
nerfin-1	Delta
sra	Pp2B-14D
park	Shmt
CanB|Pp2B-14D	CE2-3
Nsf2	Qtzl
cry	ninaE
SA2	mod(mdg4)
ck	sqh
L	bsk
Actβ	tutl
HBS1	pelo
yki	RtGEF
Dref	l(2)k07219
norpA	cry
N|yki	upd2
aurA	mad2|polo
msn	tkv
chico	Ras85D
knrl	puc
brm	bnl
ND-42	ldd
numb|fru	E(spl)mγ-HLH
hpo	Egfr
tkv	shg
ben	hep
lap	jigr1
unc-104	AP-2α
Nsf2	ben
sens	Antp
Nab2	tap
Apc2|Apc	sgg
lace	Su(H)
Ret	l(3)S135703
Utx	Rbf
rl	tll
CtBP	eya
S-Lap1	S-Lap3
AspRS	E2f1
Smox	mod(mdg4)
Uba5	Atg9
Ret	l(3)S092708
dom	Asciz
mib1	neur
Shab	Sh
aop	pan
Delta	smo
Pink1	heix
HDAC3|Snr1	brm
vg	1038
dsh	Rok
tkv	E(spl)mβ-HLH
bnl	grh
prel	PPP1R15
eIF4E5	orb2
RhoGEF2|zip	Mbs
fu	oro
pnr	elB
DNaseII	eya
ovo	mle
insc	H
sli	Nrt
Ras85D	Akap200
trk	Fur1
BicD	polo
gcm	ash1
mld	DopEcR
CalpB	if
bocks	smash
kay	jigr1
wit	Mip
Snr1	Zasp52
Sema1a	Fas2
fog	mthl1
pbl	coro
Uch	UbcE2M
park	Lrrk
PGRP-SD	upd2
Idh	Zw
RpS23	Xrp1
Ras85D|scrib	msn
spen	ck
Delta|lola|psq	dap
Pect	porin|Pisd
Pten	btl::Egfr
pyd	rst
in	fz
cbt	stg
Sos	Rho1
ey	Antp
Trs23	Rab1
Duox	Bl
Smox	hpo
Dref	schlank
peb	osa
syd	Diap1
scd	RasGAP1
mam	RpL13A
r	Vsp37A
Atg1	Egfr
Myc	brm
Usp30	ntc
Ras85D	imd
aop	hppy
rl	Usp47
Gαi	pins
cac	GluRIIC
CycE	E(Sev-CycE)E44
tup	Lim3
Ire1	Atg6
Nsf2	CG14628
w	FBXO11
RhoL	shg
Rbf	S6k
Pvr	EP2204
shg	Mad
N	anon-XXIII
Dg	Fhos
Mbs	RhoGEF2
Atg13	Atg1
unc-5	Fas2
scrib	l(3)cl-R3
Egfr	Su(tor)2-408
Cdk7	twe
eya	Pc
nej	srp
dom	CG4617
ninaE	Dronc
Ras85D	TfIIA-S
polo|gwl	tws
nmo	sgg
Oamb	CaMKII
Uch	InR
smo	E(smoDN)2281
vap	RasGAP1
hh	Lsd-2
dpp	Sec15
Delta|mir-7	hh
Myc	puc
Acsl	Dad
cindr	dgrn
Smox	GstE8
bchs	Gga
peb	tutl
dom	CG17385
smo	E(smoDN)E
upd1	et
Hsc70-5	brp
LIMK1	Rac1|Rac2
dysf	upd1
qsm	NKCC
RasGAP1	Ras85D
Sos	Rac1
z	e(y)3
Cln3	bsk
crb	Arp3
ben|Uev1A	Traf6
Egfr|psq	dpp
trx|ash1	Pc
Rac1	sqh
LIMK1	RhoGEF2
shg|Ras85D	hep
not	htt
ND-42	cindr
w	E(w<up>a</up>)706
anchor	gbb
Arf6|Dcr-2	Rho1
gcm	brat
nolo	Oatp30B
ZnT86D	foi
pnr	pum
Traf4	bsk
dpp	osa
norpA	AP-2α
mira	Su(Mir)1E2-4
mira	stau
Ras85D|dlg1	Pi3K92E
csw	Sos
Fmr1|Capr	CycB
nan	Dnah3
p115	Dcr-2
pbl	simj
dom	Hel89B
Rel	sc
sev|Ras85D	l(3)06734
LKRSDH	rc
Cdc42	Eip78C
E2f1|Dp	spen
zpg	bam
p53	synr
Dys	nAChRα6
Smox	Cyp9c1
pnut	PIP5K59B
MTF-1	ZnT35C
rho	kst
Lrrk	Rab7
Shark	Jra
raw	kay
H	insb|Tes|CG14478|qkr54B
EP383	H
Cubn2	Sec6
ct	Nipped-B
sens	ro
N	Acn
del	αTub84B
pnut	Diap1
piwi	arm
Trpml	Rheb
Dfd	cnc
Ank2	egr
DCTN1-p150	klar
bigmax	Aldh-III
slbo	jing
sll	wg
Pc	pcm
Ras85D	mam
norpA|cry	trpl
Smn	Moe
ZnT86D	Zip102B
fh	Fer3HCH
Ras85D|l(2)gl	PpV|fmt
put	I-2
ash1|trx	Psc
BRWD3	XNP
X11L	AP-2α
Hsc70-5	Lrrk
Pc	Dll
aux	Ras85D
Shrm	Rap1
Dcp-1	Egfr
hyd	pAbp
nej	luc
hid	Srrm1
Pi3K59F	Rab5
PolD3	PolZ1
PIG-B	PIG-B::Hsap\PIGB
tor	Su(tor)2-237
IKKβ	GluRIIA
H	msn
Ret	Src42A
qm	Hmgcr
α-Spec	SkpA
Pvr	Cdc42
egr	Lrrk
wg	Scm
Egfr	SoxN
Spt-I	Rab1
Myc	fwe
EMC3	CycE
piwi	Zip99C
TrpA1	shakB
Pten|Ras85D	p53
pnr	l(2)k10113
Pvr	HmgD
pk	fwd
CycE	Pi3K92E
Cul1	Pten
dia	ex
Creld	Sod1
Nsf2	GS2285
Pak	Cdc42
TER94	Hrb27C
TBPH	Eaat1
Tom	α4GT1
Rala	Dronc
Atg8a	Atg8b
rpr	ninaA
nej	Pka-R1
Lkb1	puc
Msp300	GluRIIA
Rh7	cry
trk	Raf
Rheb	Atg1
Pc	dome
N	fzr
peb	Nse1
csw	Dsor1
Ube3a	Mad
ftz	E(ftz)20
jub	aurA
Egfr	aop
pnr	lin-28
Ssdp	CG11893
Snr1	Hs3st-B
ct	brat
Su(Raf)43B	Su(SuRaf1)IV
shg	AGO1
AP-2α::numb	AP-2α
bdg	dsh
Ras85D|scrib	egr
trx|ash1	ph-d
slbo	Usp47
Utx	EcR
TkR99D	disp
slmb	smo
Ras85D|msn	bsk
Ppt1	stnA
mod(mdg4)|ct	Cp190
jing	sim
ap|Bx	cic
Sulf1	dally
bsk	Ilp2
Iswi	mbf1
Delta	hop
Wnt2|wg	arm
trp	Tsc1|gig
tor	Dsor1
px	Egfr
egr	Vav
Dcp-1	Akt
Delta	Csp
Sac1	crb
ct	path
Irc	Cat
mew	if
Mitf	RagC-D
spz	cact
dlg1	Pvr
erm	trx
mira	Su(Mir)2E2-3
REPTOR	whd
tll	Cadps
BRWD3	His3.3B
dom	Iswi
sud1	PEK
yki	JMJD5
Rac1|Mtl|Rac2	hep
stumps	bnl
jus	E(sda)M
RhoGAP19D	par-1
Smox	Rala
esc|escl	trx
chb	tau
w	Wow|Low
H	if
fit	InR
lgs	hyx
hid	cln
Src42A	drk
hid	tsr
ZnT86D	ZnT77C
Bub3	upd2|upd3
sty	sina
shg	dlg1
bif	Fas1
mbl	Gαs
aop	pros
lace	hep
Dp|E2f1	Egfr
Snr1	sli
Pi3K92E|foxo	Akt
E2f1	CycD|Cdk4
spi	salm
p53	N
DIP-β	DIP-γ
Polr2B	su(RpII140<up>Z36</up>)S1
Torsin	TORIP::Torsin
Snr1	a
Gug	aop
MAN1	dpp
Cat	p38b
ct	Su(z)2
lig	Diap1|CycE
Syb	nSyb
plum	RhoGEF2
Cam	Ca-α1D
krz	dx
mir-252	mbt
mamo	HDAC1
Cubn2	Sec15
Csk	Stat92E
H	insv
Ras85D	CrebB
PGRP-LF	key
Ire1|scrib	Dronc
nkd	nkd::Mmus\Nkd1
Traf4	hep
Snr1	CG40006
Cbl	shi
Egfr	Su(tor)2-237
Cdc42	Tlk
S	stan
Egfr	sens
SCAR	Abi
rho-7	Pink1
fs(1)Yb	ptc
mira	Su(Mir)1E3-2
SH3PX1	spi
AdamTS-A	trol
gwl|polo	endos
peb	ush
Atf3	Rho1
CycE	E(Sev-CycE)D45
pbl	SLC5A11
Diap1	Dark
gcm	upd1
gogo	InR
wrd	RhoGAP100F
mys	kiwi
stet	rho
kni	hb
Rfx2	Diap2
Dcp-1	esg
dom	Ino80
Wnt2|wg	wntD
Traf-like	bmm
smo	E(smoDN)A
Bx	Mpcp2
EcR	Sox14
ct|lncRNA:flam	Su(var)205
Cpn	Calx
brm	dpn
edl	mid
daw	Atg8a
Ptp69D	Ptp99A
net	ru
Bx	Tango14
hiw	Dscam1
Dref	sw
Dsor1	Su(phl)43B
en	exd
tin	tin::Mmus\Nkx2-5
Rbf|Stam	Ras85D
N	CycG
WASp	PIP5K59B
pnr	Pdi
H	Sec61α
tu(2)K	e(tu-K)
mei-P26	loqs
ND-42	Sod1
PEK	grp
arm	ds
Nf1	poe
w	bw
Irk2	dpp
bw	puf
Sdhaf3	Sod2
Myc	SPARC
numb	E(z)
rl	rpr|hid|grim
Ras85D	Spn42Dc
Pvr	bsk
Top2	mei-41
ft	Myc
spdo	fng
ksr::tor	EK3-3
Dfd	mor
Gmap	Su(fu)
l(2)gd1	Vps39
gbb	put
Ras85D	CPT2
shtd	CycH
bw	kis
GluRIIA	pAbp
sno	ebi
RanGAP	Su(Sd)2a-1
Cln3	Mtpα
H	Rbfox1
ro	hh
CycE	Egfr
dpp	slmb
mam	fz2
Rbf	Naa20A
nanos	Diap1
hay	Tfb5
Arr2	su(rdgA)40
ru	rho::ru
na	Dcr-2
Akt	egr
ninaE	Rh2
Dg	chif
bchs	Rop
Pi3K92E	Ptp61F
Vav	spi
Ras85D|scrib	dome
DCP2	dbo
Tsp	if
prd	Myc
elav	elav::Dvir\elav
N	GPHR
Nrx-1	CASK
cav	tefu
trc	CycT
so	gl
fs(1)h	ash2
tadr	ninaE
Rho1	tsr
mir-8	ena
Psn	Ubqn
eff	mr
twi	Ras85D|wg
Dcp-1	Atg7
shv	shg
shg	tws
gcm	fru
Egfr|Socs36E	dome
Pi3K92E	E-2c
Lrp4	GABA-B-R2
Tom40	mge
TkR99D	pain
Edem1	Ilp6
wg	trbd
Streak	b
sim	Egfr::tor
Dp|E2f1	ksh-17
crb	puc
pad	tkv
Dcp-1	faf
sev|Ras85D	l(3)03077
pbl	lola
N	sAM16
egr|CtBP	upd3
Ctr1B	MtnA
Pp2B-14D	gl
H	Nab2
L	Stat92E
SH3PX1	Krn
Rho1	bsk
Ras85D	Taf4
trx|brm	Sce
N	eIF4A
ena	N
DCTN1-p150	B4
Aplip1	futsch
Axud1	bsk
faf	E(faf)bE160
E(spl)mβ-HLH	Su(dx)
osk	bwk
Pp1-87B	Pp1α-96A
Ras85D	rno
FASN1	CLS
Su(H)	vn
brat	Imp
Atg1	S6k
Pak3	WASp
kn	fu
l(2)gl	numb
Rac1	CG7231
sax	Med
sev	dos
nej	Fmr1
ninaE	ninaE::Btau\RHO
Chi	RpL38
Dredd	Rel
Tom40	Atg16
dx	klu
N	mys
htl	Lsd-2
fru	hb
Arf6	Arf1
L	S6k
smo	E(smoDN)M
vn	emc
stv	NdufA3
spict	Med
sca	Hs3st-B
Ras85D	DJ-1α
shg	rho
Sh	Khc
dlg1|Ras85D	yki
Delta	Dad
aux	Chc
ct	lola
AGO1	Fmr1
hang	dnc
ksr::tor	spen
Atat	Cep97
Pi3K92E|Arf1	Pten
grim::rpr	SkpA|EP1216b
Rheb	mTor
amos	E(spl)m8-HLH
CYLD	Traf6
msl-2|msl-1	Polr2A|lncRNA:roX1
N	Antp
Fs(2)Ket	Kap-α3
POSH|egr	Akt
Ras85D	sds22
Egfr::tor	dome
aPKC	arm
eyg	upd1
Mkk4	hep
robo1	shot
aos	E-3c4
AP-2α	Nrg
Atg1	Zw
twf	chic
fog	RhoGEF2
ft|ds	fj
by	hep
net	emc
trol	Loxl1
Pi3K92E	FarO
Delta	Tctp
ro	E(ro<up>DOM</up>)3222
w	Low
sina	S
BEAF-32	su(Hw)
gcm	sna
dlg1	grim
su(Hw)|ct	mam
gro	E(spl)mβ-HLH
Tcs3	PEK
sina	E(sina)1
trc	Fancm
wg	dally|fz2
Vap33	Tsc1
Gr61a	Gr43a
pds5	mei-W68
Egfr	Stat92E
dom	Nup50
Bx	tara
Sgsf	mTor
brat	me31B
Dg	gcm
smo	E(smoDN)198
jing	Ras85D
Bar	E(Bar)
Antp	skd
upd1	BHD
park	ntc
H	kay
p38b	Mef2
ovo	tal
ksr::tor	SK2-3
upd1	E(bx)
Gli	H
yki	upd2
sca	hh
Osbp	Rab10
CycE	E(Sev-CycE)D50
N	Phb1
peb	gl
Bx	Pex13
faf	S(faf)86
BubR1	Pepck1
Act88F	Act57B::Act88F
aurA	His2Av
Atg8a	Dsor1
Arf6	pav
Su(var)2-10	Stat92E
cindr	CG7694
Vhl	Ctr1A
Nha2	Nha1
Fadd	Sp7
inc	brp
Rtca	Pten
cry|norpA	Rh6
scrt	dpn
vg	puc
Pc	hpo
vg	Ser
CG12744	hep
pbl	cv-2
beat-Ia|unc-5|Nrg	Fas2
hid	mats
Bub3	mei-41
ct	apt
cindr	Hakai
tor	Mad
Nf-YA	bsk
CanB2	CanB
egr	Rab7
shn	per
Hsl	bmm
robo1|sli	RhoGAP93B
ap|Bx	Su(Tpl)
Scm	Marcal1
CycE	sax
cact	fus
Psc	mxc
tsl	hb|bcd
Itpr	Orai
Dcr-2|gw	Pdf
ckn	dock
lab	Antp
rdgB	su(rdgA)40
fng	CycE
Smu1	Fas2
mbc	Rac1
sav	Tgi
Ent2	dnc
Opa1	gfzf
Ras85D	MESK4
Pc	M(2)56F
w	lncRNA:roX1
cindr	Prp19
psidin	Ubr1
Hira	pal
erm	N|Dcr-2
Ser	wg
Syt4	para
mir-1000	Nmdar1
GluRIIB	GluRIIA
mir-let7	Dp
mam	f06222
wapl	Nipped-B
Nsf2	rdog
aurB	polo
RpS23	Atg1
Appl	robl
Pink1|trc	Miro
mod(mdg4)	Su(mg)2-4
brat	Syp
RhoGAPp190	Sema1a
lawc	trx|brm
Aplip1	Dhc64C
Sumo	Snmp1
Cdc42	dco
RhoGAP18B	Arf6
kon	shg
rpr	GlcT
Nsf2	GS5036
rpr	Csk
trbl	Akt
cindr	Nse1
scrib	DCAF12
E(Mer)IIb	Mer
peb	aPKC
whd	Glut1
brm	CG4945
Jra|kay	CrebB
lok	heph
dysc	slo
qed	nej
pnr	CG6701
PIG-B	PIG-B::Bmor\PIGB
tor	Su(tor)2-280
pbl	Csp
Med	Smurf
Bub3	Stat92E
Idh	Cat
hh	Su(hh)III
p53	hpo
ato	rho
Mitf	Vha68-2
L	ara
Myc	Dp
tor	dos
rut	Rac1
htl	wts
Diap1	Dredd
arm	spen
cact	fus|Egfr
SH3PX1	upd2|upd3
pbl	PIP5K59B
tna	brm
Neurl4	Hmgcr
E2f1	e(Pc)84DE
Delta	E(Delta)F10
ctp	Dhc64C
TrpA1	shi
CanB|Pp2B-14D	Egfr
Ptpmeg	scc
stmA	Syx1A
wg	jing
Delta|Utx	Rbf
ksr	ttk
Delta|twin	upd2|upd3
pbl	chrb
wun2|wun	Rac1
w	z|Mow
scrib	hep
p53	Mnr
Dref	E(Pc)
pbl	trbl
cindr	tn
tor	Stat92E
mam	Mrp4
hb	Kr
Ras85D	Apc
nwk	Cdc42
msl-2	AGO2
ninaE	Edem1
Delta	E(Delta)D72
dsh	M(UAS-dsh)8-4
Ptp61F	Stat92E
smash	Ote
Ras85D	dj-1β|DJ-1α
Rho1	Fim
mira	Su(Mir)1F2-3
rho	AnxB9
sev|Sos	cnk
Dp|E2f1	Ras85D
CYLD	bsk
amos	emc
Duox	Su(Cy)
jus	mei-P26
E2f1	Slimp
Apc2|Apc	mys
Sgsh	Sod2
EMC3	Rpn1
Rtel1	Stat92E
chb	slv
brk	Abd-B
hid	Ras85D
Bx	cbt
dom	Atg5
Cdk12	Chchd3
park|Mul1	Marf
sev	melt
Shrm	dia
Dref	eIF4A
csw::Src64B	dos
Rh6|cry	Rh5
bond	Pex2
peb	kst
nvy	ase
dally	dlp
tor	Su(tor)2-399
mid	HGTX
Ubx	Syx1A
garz	Cds
Ubx	Pc
hh	Pka-C1
IKKε	f
Ubqn	VhaSFD
ND-23	Pfk
polo	numb
Mmp1	Timp
gwl	tws
run	CtBP
cup	otu
path|foxo	Akt
Pink1	Sod1
ebi	rno
shg	tyn
Creld	ND-39
tra2	tra2::Hsap\SRSF2
Dlic	nudE
sbb	Mer
N	anon-XIII
cindr	rswl
Ras85D	cliff
Abca3	wts
Rac1	numb
L	EP2031
amd	Tcr
Snr1	Kpc1
pbl	Mlc2
Mhc	stck
sev|Ras85D	Psa
J	M(3)96CF
lncRNA:roX1	lncRNA:roX2
hb|nanos	pho
Parg	Parp1
Raf	S
Tl	PH4αEFB
Stat92E	dpp
fbl	Sod1|Cat|Trxr1
Ppt1	m
Ask1	p38b
PolG1	Drp1
cac	Plc21C
Bx	caps
ash1|trx	Su(z)4
Hsc70-5	DCTN2-p50
Egfr	Fak
E2f1	tou
InR	zfh2
sina	Sin3A
CycE	brm
Arpc1	DAAM
ct	Gαi
sev	Jra
Dscam1	Abl
sl	rho
Hs3st-B	dx
Usp5	Diap1
pnr	ps
Egfr	Pten
Mtl	Rac2
rdgA	trp
Ras85D	fmt
dap	vg
mi	mir-284
Aplip1	hiw
l(3)mbt	Pxt
N	E(spl)mδ-HLH
Pc	sls
L	upd1
Cdc42	lilli
osk	Su(osk)P16
Dg	Coq6
egr|CtBP	upd2
Polr2B	Polr2A
z	Sam-S
Ras85D	mask
ap|Bx	EP3-1729
hts|Prosβ5	kel
egr	rpr
Tom40	Tom7
Rok	dia
kon	Ptp61F
mor	brm
grim	aph-1
smo	E(smoDN)2640
sax	kek5
NX	H
Ras85D|l(2)gl	upd1
arm	pont
w	fru
Lis-1	Egfr
Pc	urd
Pvr	Arf1
hid	DUBAI
brm	Hsp27
Afg3l2	Lon
lok	EP2124
Atg9	Pi3K92E
CycE	l(1)air16
rho	DCTN1-p150
fzr	Nrk
ash1	CtBP
sina	E(sina)4
grim	lncRNA:Hsrω
tsl	bcd
galla-1	galla-2
FASN1	Mpc1
α-Spec	bsk
hfp	otu
Pvr	CG10433
Dys	robo1
AdamTS-B	Ras85D
yki	Mad
N	chinmo
nbs	mei-41
ptc	wg
dlg1	Ras85D
tor	Shc
puc|Moe	slpr
bchs	lwr
mir-ban	Socs36E
Ser	ebi
N	ab
Abl	Abl::Abelson\v-Abl
Abnormal-abdomen	E(A<up>53g</up>)
Ssdp	Spn88Eb
βTub85D	Mst77F
Egfr	Sps1
hep	btl
Pc	skd
Fs(3)Apc	Atg1
Antp	Gug
Mical|SelR	Act5C
Fer1HCH	Zip99C
pbl	Mnn1
crc	Su(crc)2
lz	srp
Dsor1	pnt
Socs36E	hop
Sdc	Sdc::Hsap\PDGFRB
p	w
CtBP|egr	rpr
Ube3a	eff
Pvr	Smg5
cindr	Rnf146
Pvr	Ras85D
Syx17	Dsor1
Myc	Asx
grim	hb
sgg	Cyp310a1
oxt	β3GalTII
TkR99D	CG17760
smo	E(smoDN)111
Not1	mnb
E2f1	Su(E1)-E
Rbf	mir-998
Snx16	wit
GluRIIA	CaMKII
S6k	srl
phyl	Delta::N
rg	aos
Rheb	Chro
sisA|sc	lncRNA:roX1
Chi	CG11893
crb	α-Spec
mad2	dl
AIF	Diap1
sty	aos
fra::robo1	ena
wg	Nrt::wg
rpr	Usp8|Dark
CycE	mod(mdg4)
Ipk2	hop
e	y
run	Nipped-A
Dg	tw
Nsf2	E2f1
pnt	ed
pzg	dap
LamC	lncRNA:Hsrω
trpl	trp
r	su(r)
slo	Ca-α1D
Liprin-α	Lar
Dora	Abi
Rac1	Dlat
eas	su(eas)13
Fab-8	Cp190
Ras85D	kis
yki	ImpL2
Apc2	Apc::Apc2
Pka-C1	Pcb
Nrd1	Atg1
nej	CrebB
RpS3|yki	Tak1
trp	Letm1
tsg|sog	tld
hiw	bsk
Phf7	HP1D3csd
arm	salm
bun	S
ey|hh	dpp
Zasp52	Zasp66
Iswi	mle
slif	hppy
hid	ptc
CycE	stg
Ras85D|scrib	Gfat1
Ire1	Atg5
Snr1	sbb
Ptth	Pvr
fzr	didum
Egfr	klu
Gk1	bw
ais	Rrp5
hfp	Myc
rux	ast
da	E(da)
btl::Egfr	aos
brat	Gpdh1
parvin	Chd64
gogo	Ilp5
mam	Delta
lt	Su(var)2-1
upd1	D
Src42A	Stat92E
kibra	Tao
ap|Bx	mir-279
caup	Diap1
kibra	hpo
pyd	ex
fzr	CG43066
Egfr	Ppm1
Egfr	Bap170
CG7379	l(2)gl
flw	Rho1
ph-d	salm
Su(var)205	fzy
mspo	Mp20
Pi3K92E	pix
stet	grk
nej	l(3)L3659
rl	dj-1β
Sur-8	per
Ret	l(3)S068808
ine	Nf1
L	TfIIA-S
arm	tum
Egfr	l(3)S001405
Src42A	Su(SuRaf1)19-2
tkv	Rho1
kon	Ptp4E
brm	Fs
stau|BicD	ctp
Iswi	lncRNA:Hsrω
Snoo	Mad
trn	caps
norpA	CDase
Rok|Drak	flw
dsh	M(UAS-dsh)8-3
RhoGAP18B	Arfip
rho	lilli
Pten|Ras85D	yki
Smn	sty
Snr1	Mer
Srrm1	Diap1
ksr::tor	chb
ct	Vha68-2
lgs	lgs::pygo
dom	Etl1
smo	E(smoDN)1700
numb	ago
peb	puc
Prosβ6	H
rdgB	CG11426
ci	wts
csw::Src64B	sty
dom	Pabp2
hb	dan
rpr	Atg2
Atg1	bsk
M1BP	hth
peb	Oamb
aos	ca
raw	mew|mys
mys	EcR
SH3PX1	pan
snf	CG15930
mael	loqs
lwr	Dif
hid	Uba1
mam	Nipped-B
Adck1	Sod2
H	Imp
bw	Rm62
nej	Egfr
egr	bsk
hop	pxb
Bx	ap::Bx
N	Kap-α3
Scr	skd
spi|rho	rasp
btl|stumps	Prp40
sog	Col4a1
GckIII	crb
Dg	Sdc
Ras85D	Pten|p53|Apc|Med
rumi	Hsc70-3
vap	Rab5
btd	Sp1
dom	kis
pbl	Mob2
Gcna	mei-W68
gfr	Ras85D
smo	Su(var)2-10
Smox	Cyp310a1
hng1	mirr
cry|Rh7	Rh3
Lpt	trr
sta|Hrs	rush
bw	Kdm4B
Sarm	bsk
Cip4	WASp
arm	Arf1
smo	jaft
AstC-R2	Akh
egr	POSH
miple1	shg
w	Asx
Nsf2	Fim
cic|bwk	Shark
fra	mud
dpp	shn
Hsc70-5	Atg5
Yif1	Delta
CycE	Nsf2
ap	CG11893
Mad	fuss
Alk|Ptth	Pvr
kis	yki
ksr::tor	alph
Rab32	w
bam	E2f1
spen	spi
DCAF12	Diap1
mud	wg
dpp	Mad
dac	CycE
lap	XNP
sc	mir-9a
mus301	lok
pnr	EP1350
Egfr	msn
CycE	S(CycE<up>JP</up>)20S1
aurA	mad2
Ras85D	bchs
piwi	l(3)99Da
para	gish
Atg9	ena
Btk	chic
S6k	Akt
hh	swm
tsl	fs(1)M3
Raf::tor	S
Smox	lectin-28C
ksr::tor	ksr
Ype	svr
Rich	Rab6
Dp	Dark
spartin	wit
hid	Vps25
Pten	dj-1β
Rheb	Dp
Mekk1	Duox
baz	CG10702
C3G	Rap1
ninaE	Adgf-D
fzr	CycB
yki	Ilp2
Rbf	p53
robo2	ena
lz	sv
Pten	bsk
Nsf2	LanA
frac	Sema1a
rau	sty
Pvr	Dlc90F
Marcal1	kis
Rac1	aos
Rala	p38b
Egfr	lilli
mbl	Diap1
Rok|zip	Mbs
jvl	IKKε
Syx7	sd
rdgB	Pis
smo	Mad
ct	trx
ci	Tgi
ft	dachs
DCTN1-p150	EG162
spi|vn	Krn
smo	E(smoDN)1171
Scgδ	Mad
bchs	CDase
Myo61F	Myo31DF
grh	stan
ttk	stg
Txl	ple
foxo|wdb	Akt
Ret	l(3)S024833
Smn	Dad
ksr::tor	EK2-5
e(r)|N	H
pnr	spi
egh	Ras85D
Atg8a	stv
αTub67C	IKKε
YME1L	Sod1
Raf	fzr
Dad	sqh
Dora	capu
wkd	Rab35
RhoGAP100F	Liprin-α
kay	BicDR
Tl	dpp
Fen1	p53
Pcl	Hsc70-4
parvin	mys
Pkn	bsk
Esyt2	norpA
dom	mam
Ras85D	dpp
TkR99D	ptc
pbl	fray
Pgk	Sod1
HDAC4	Mef2
Chi	lgs
kon	PRL-1
miple1	nmo
l(2)gl	Src64B
N	insc
Arf6|Dcr-2	hbs
raw	p53
gt	bb
N	btl::Egfr
SkpA|faf	wnd
sev|Ras85D	l(3)04704b|l(3)04704a
lok	Sema2b
Nsf2	CG45263
Drp1	Marf
Ptth	Alk
vn	Ras85D
Snr1	lawc
Dys	robo2
Ras85D|scrib	bur
pbl	CG17283
Hem	Rac1
ci	dome
SNF4Aγ	kuz
LanB2	kon
Blm	Irbp
wupA	Mhc
stan	Delta
ftz	E(ftz)2955
svp	TfIIA-S
kay	lbm
Smox	CG15212
gd	tor::tub
mam	Nipped-A
RASSF8	shg
baz	sds22
CycG	mei-41
nwk	arr
Decay	Atg13
cnc	Cat
p38a|p38b	Sod2
dx	M285
Vap33	ND-20
Baldspot	HUWE1
Myc	sgg
Maf1	InR
kuz	robo1
grim	Hr4
dgo	nmo
hb	Lam
CycE	ash1
Src42A	Su(SuRaf1)2
lola|psq|Delta	HINT1
ct	Spt-I
Raf	Raf::tor
amx	N
Alk	Pvr
Nsf2	fend
pwn|stan	fz
Hcf	sxc
PolE2	Orc2
hpo	Madm
Pc	eff
dco	Zyx
polo	BubR1
piwi	Sry-δ
bib	Delta
vn	spi::vn
crb	shg
Chi	Tnks
stai	Khc
pnr	Cul5
Antp|Scr|Abd-B|Ubx|abd-A	Dfd
fzr	faf
sv	CycE
pbl	tau
Rac1|Rac2	RhoGAP93B
E2f1|Dp	CycE
bw	Mod(Prat:bw)1-2
ftz-f1	br
bs	emc
hep	HDAC1
msn	hep
Abd-B	corto|CycG
bam	ball
upd1	Stat92E
Psn	Nct
aurA	DNAlig4
smo	wg
peb	LanA
png	CycA
Lon	ClpP
Chi	CG4080
Ge-1	btz
Blm	DNAlig4
amos	lz
